Year,Month,City,Manufacturer,Vehicle Model,Units Sold,Speed (km/h),Range (km/charge),Price (INR)
2020,Jun,Mumbai,Bajaj,S1 Pro,2797,72,100,72849
2020,Jun,Mumbai,Bajaj,Photon HX,2102,82,83,95279
2020,Jun,Mumbai,Bajaj,Chetak,659,89,98,144722
2020,Jun,Mumbai,Bajaj,iQube,1906,99,124,56557
2020,Jun,Mumbai,TVS,450X,1094,73,66,142377
2020,Jun,Mumbai,TVS,S1 Pro,3092,87,98,49693
2020,Jun,Mumbai,TVS,Photon HX,2264,44,66,97709
2020,Jun,Mumbai,TVS,Chetak,3790,73,106,98519
2020,Jun,Mumbai,TVS,iQube,1367,40,74,78654
2020,Jun,Delhi,Ather,450X,1188,66,101,98939
2020,Jun,Delhi,Ather,S1 Pro,3186,67,95,129027
2020,Jun,Delhi,Ather,Photon HX,3868,44,59,65654
2020,Jun,Delhi,Ather,Chetak,2825,43,63,128488
2020,Jun,Delhi,Ather,iQube,585,63,72,80924
2020,Jun,Delhi,Ola Electric,450X,465,76,97,135973
2020,Jun,Delhi,Ola Electric,S1 Pro,4637,65,86,113442
2020,Jun,Delhi,Ola Electric,Photon HX,3990,54,127,64734
2020,Jun,Delhi,Ola Electric,Chetak,3809,46,71,49937
2020,Jun,Delhi,Ola Electric,iQube,1438,57,110,47026
2020,Jun,Delhi,Hero Electric,450X,3914,66,78,67092
2020,Jun,Delhi,Hero Electric,S1 Pro,4279,59,100,118101
2020,Jun,Delhi,Hero Electric,Photon HX,3343,71,120,95315
2020,Jun,Delhi,Hero Electric,Chetak,3941,96,73,116744
2020,Jun,Delhi,Hero Electric,iQube,2434,59,99,89396
2020,Jun,Delhi,Bajaj,450X,959,94,101,53509
2020,Jun,Delhi,Bajaj,S1 Pro,158,44,107,86591
2020,Jun,Delhi,Bajaj,Photon HX,3298,99,98,52740
2020,Jun,Delhi,Bajaj,Chetak,3620,97,95,131474
2020,Jun,Delhi,Bajaj,iQube,1309,40,120,71516
2020,Jun,Delhi,TVS,450X,4825,76,115,122425
2020,Jun,Delhi,TVS,S1 Pro,4330,42,127,139792
2020,Jun,Delhi,TVS,Photon HX,893,51,86,90751
2020,Jun,Delhi,TVS,Chetak,2453,76,67,47453
2020,Jun,Delhi,TVS,iQube,690,45,59,67528
2020,Jun,Bangalore,Ather,450X,494,63,74,96265
2020,Jun,Bangalore,Ather,S1 Pro,2723,62,104,64171
2020,Jun,Bangalore,Ather,Photon HX,245,41,91,92569
2020,Jun,Bangalore,Ather,Chetak,441,86,69,125998
2020,Jun,Bangalore,Ather,iQube,2450,96,100,62077
2020,Jun,Bangalore,Ola Electric,450X,2912,47,108,96363
2020,Jun,Bangalore,Ola Electric,S1 Pro,2700,72,71,49978
2020,Jun,Bangalore,Ola Electric,Photon HX,490,78,61,138937
2020,Jun,Bangalore,Ola Electric,Chetak,3899,70,95,88499
2020,Jun,Bangalore,Ola Electric,iQube,1907,85,62,125797
2020,Jun,Bangalore,Hero Electric,450X,862,59,115,134690
2020,Jun,Bangalore,Hero Electric,S1 Pro,4686,86,104,49356
2020,Jun,Bangalore,Hero Electric,Photon HX,1436,47,126,142557
2020,Jun,Bangalore,Hero Electric,Chetak,3944,87,116,137693
2020,Jun,Bangalore,Hero Electric,iQube,4752,51,106,79400
2020,Jun,Bangalore,Bajaj,450X,700,40,112,119136
2020,Jun,Bangalore,Bajaj,S1 Pro,2529,59,102,60404
2020,Jun,Bangalore,Bajaj,Photon HX,3635,44,76,149964
2020,Jun,Bangalore,Bajaj,Chetak,193,49,105,117666
2020,Jun,Bangalore,Bajaj,iQube,3443,72,70,100072
2020,Jun,Bangalore,TVS,450X,554,75,125,74075
2020,Jun,Bangalore,TVS,S1 Pro,591,86,87,144144
2020,Jun,Bangalore,TVS,Photon HX,2764,55,63,120793
2020,Jun,Bangalore,TVS,Chetak,806,55,99,145516
2020,Jun,Bangalore,TVS,iQube,4189,95,59,76625
2020,Jun,Chennai,Ather,450X,3466,54,68,95442
2020,Jun,Chennai,Ather,S1 Pro,1165,98,78,93639
2020,Jun,Chennai,Ather,Photon HX,1931,67,77,81272
2020,Jun,Chennai,Ather,Chetak,1236,56,99,102326
2020,Jun,Chennai,Ather,iQube,1459,70,92,127787
2020,Jun,Chennai,Ola Electric,450X,2243,88,64,147198
2020,Jun,Chennai,Ola Electric,S1 Pro,3262,61,90,123688
2020,Jun,Chennai,Ola Electric,Photon HX,1130,71,103,65322
2020,Jun,Chennai,Ola Electric,Chetak,3641,97,87,106339
2020,Jun,Chennai,Ola Electric,iQube,3674,64,93,78232
2020,Jun,Chennai,Hero Electric,450X,3860,67,111,87122
2020,Jun,Chennai,Hero Electric,S1 Pro,4484,40,74,93838
2020,Jun,Chennai,Hero Electric,Photon HX,2942,96,89,103896
2020,Jun,Chennai,Hero Electric,Chetak,2254,72,69,61122
2020,Jun,Chennai,Hero Electric,iQube,4638,91,120,94235
2020,Jun,Chennai,Bajaj,450X,1716,89,112,51991
2020,Jun,Chennai,Bajaj,S1 Pro,968,69,68,81995
2020,Jun,Chennai,Bajaj,Photon HX,1221,47,60,131012
2020,Jun,Chennai,Bajaj,Chetak,3029,42,78,119289
2020,Jun,Chennai,Bajaj,iQube,4297,72,121,54901
2020,Jun,Chennai,TVS,450X,3243,88,96,104336
2020,Jun,Chennai,TVS,S1 Pro,4366,48,67,143543
2020,Jun,Chennai,TVS,Photon HX,568,50,115,74831
2020,Jun,Chennai,TVS,Chetak,4413,86,73,97195
2020,Jun,Chennai,TVS,iQube,1123,70,87,145379
2020,Jun,Kolkata,Ather,450X,1917,86,71,147126
2020,Jun,Kolkata,Ather,S1 Pro,2635,72,126,119598
2020,Jun,Kolkata,Ather,Photon HX,4217,60,86,48489
2020,Jun,Kolkata,Ather,Chetak,156,65,111,50834
2020,Jun,Kolkata,Ather,iQube,3934,87,84,135892
2020,Jun,Kolkata,Ola Electric,450X,1793,57,112,53949
2020,Jun,Kolkata,Ola Electric,S1 Pro,3322,49,91,119729
2020,Jun,Kolkata,Ola Electric,Photon HX,3361,68,77,149557
2020,Jun,Kolkata,Ola Electric,Chetak,3200,71,111,80049
2020,Jun,Kolkata,Ola Electric,iQube,1671,72,104,120149
2020,Jun,Kolkata,Hero Electric,450X,3243,82,104,50669
2020,Jun,Kolkata,Hero Electric,S1 Pro,4172,73,100,140118
2020,Jun,Kolkata,Hero Electric,Photon HX,4527,92,56,145388
2020,Jun,Kolkata,Hero Electric,Chetak,4620,100,99,52471
2020,Jun,Kolkata,Hero Electric,iQube,261,41,71,142073
2020,Jun,Kolkata,Bajaj,450X,4760,64,106,122072
2020,Jun,Kolkata,Bajaj,S1 Pro,2904,95,82,71203
2020,Jun,Kolkata,Bajaj,Photon HX,3791,77,123,75877
2020,Jun,Kolkata,Bajaj,Chetak,4214,75,110,129465
2020,Jun,Kolkata,Bajaj,iQube,1060,82,110,56891
2020,Jun,Kolkata,TVS,450X,931,65,66,146778
2020,Jun,Kolkata,TVS,S1 Pro,391,82,126,125835
2020,Jun,Kolkata,TVS,Photon HX,3672,40,71,149176
2020,Jun,Kolkata,TVS,Chetak,3687,60,104,148614
2020,Jun,Kolkata,TVS,iQube,757,95,66,61808
2020,Jul,Mumbai,Ather,450X,1562,86,90,88185
2020,Jul,Mumbai,Ather,S1 Pro,558,50,106,64183
2020,Jul,Mumbai,Ather,Photon HX,4003,70,127,59810
2020,Jul,Mumbai,Ather,Chetak,3309,42,56,53727
2020,Jul,Mumbai,Ather,iQube,4803,68,66,66375
2020,Jul,Mumbai,Ola Electric,450X,4286,95,69,132689
2020,Jul,Mumbai,Ola Electric,S1 Pro,1874,48,111,89419
2020,Jul,Mumbai,Ola Electric,Photon HX,2246,72,112,82865
2020,Jul,Mumbai,Ola Electric,Chetak,4824,91,116,107129
2020,Jul,Mumbai,Ola Electric,iQube,546,93,122,63553
2020,Jul,Mumbai,Hero Electric,450X,4047,72,118,95859
2020,Jul,Mumbai,Hero Electric,S1 Pro,4283,60,87,143632
2020,Jul,Mumbai,Hero Electric,Photon HX,2343,71,74,91239
2020,Jul,Mumbai,Hero Electric,Chetak,3228,57,75,120566
2020,Jul,Mumbai,Hero Electric,iQube,444,78,72,92025
2020,Jul,Mumbai,Bajaj,450X,2316,57,110,139387
2020,Jul,Mumbai,Bajaj,S1 Pro,4306,66,58,140012
2020,Jul,Mumbai,Bajaj,Photon HX,893,43,86,109380
2020,Jul,Mumbai,Bajaj,Chetak,3338,50,63,105351
2020,Jul,Mumbai,Bajaj,iQube,2335,41,76,134536
2020,Jul,Mumbai,TVS,450X,1851,98,60,122491
2020,Jul,Mumbai,TVS,S1 Pro,3104,52,86,87875
2020,Jul,Mumbai,TVS,Photon HX,2669,50,69,125753
2020,Jul,Mumbai,TVS,Chetak,682,77,80,50622
2020,Jul,Mumbai,TVS,iQube,3548,67,87,58389
2020,Jul,Delhi,Ather,450X,3173,78,78,69112
2020,Jul,Delhi,Ather,S1 Pro,4593,56,122,77402
2020,Jul,Delhi,Ather,Photon HX,1060,81,105,132439
2020,Jul,Delhi,Ather,Chetak,4481,91,88,129533
2020,Jul,Delhi,Ather,iQube,417,51,98,90090
2020,Jul,Delhi,Ola Electric,450X,2659,85,92,129699
2020,Jul,Delhi,Ola Electric,S1 Pro,4821,55,68,76935
2020,Jul,Delhi,Ola Electric,Photon HX,4623,69,75,72181
2020,Jul,Delhi,Ola Electric,Chetak,169,53,119,116224
2020,Jul,Delhi,Ola Electric,iQube,118,80,119,57962
2020,Jul,Delhi,Hero Electric,450X,4235,97,62,99767
2020,Jul,Delhi,Hero Electric,S1 Pro,1683,54,57,134798
2020,Jul,Delhi,Hero Electric,Photon HX,1962,55,94,89658
2020,Jul,Delhi,Hero Electric,Chetak,3925,58,88,81084
2020,Jul,Delhi,Hero Electric,iQube,1753,43,59,83881
2020,Jul,Delhi,Bajaj,450X,1036,84,67,138572
2020,Jul,Delhi,Bajaj,S1 Pro,1827,53,88,99467
2020,Jul,Delhi,Bajaj,Photon HX,430,64,121,112270
2020,Jul,Delhi,Bajaj,Chetak,1295,85,110,74205
2020,Jul,Delhi,Bajaj,iQube,838,62,114,88024
2020,Jul,Delhi,TVS,450X,299,82,63,113732
2020,Jul,Delhi,TVS,S1 Pro,4619,79,123,76895
2020,Jul,Delhi,TVS,Photon HX,2030,99,97,113178
2020,Jul,Delhi,TVS,Chetak,4780,71,74,128903
2020,Jul,Delhi,TVS,iQube,4120,66,95,90769
2020,Jul,Bangalore,Ather,450X,1810,91,115,116328
2020,Jul,Bangalore,Ather,S1 Pro,660,64,103,105926
2020,Jul,Bangalore,Ather,Photon HX,4276,81,95,85172
2020,Jul,Bangalore,Ather,Chetak,773,86,83,56027
2020,Jul,Bangalore,Ather,iQube,311,97,90,91413
2020,Jul,Bangalore,Ola Electric,450X,4697,86,76,124270
2020,Jul,Bangalore,Ola Electric,S1 Pro,4573,43,115,64393
2020,Jul,Bangalore,Ola Electric,Photon HX,4835,88,77,118257
2020,Jul,Bangalore,Ola Electric,Chetak,3752,53,57,77478
2020,Jul,Bangalore,Ola Electric,iQube,105,82,102,124085
2020,Jul,Bangalore,Hero Electric,450X,3073,49,100,60913
2020,Jul,Bangalore,Hero Electric,S1 Pro,2561,53,76,46407
2020,Jul,Bangalore,Hero Electric,Photon HX,2076,66,103,92681
2020,Jul,Bangalore,Hero Electric,Chetak,3995,85,68,89121
2020,Jul,Bangalore,Hero Electric,iQube,4266,61,112,115113
2020,Jul,Bangalore,Bajaj,450X,3813,98,121,115458
2020,Jul,Bangalore,Bajaj,S1 Pro,1168,47,113,110363
2020,Jul,Bangalore,Bajaj,Photon HX,2054,92,80,52177
2020,Jul,Bangalore,Bajaj,Chetak,2665,81,96,141194
2020,Jul,Bangalore,Bajaj,iQube,4537,82,124,123756
2020,Jul,Bangalore,TVS,450X,4031,81,126,127364
2020,Jul,Bangalore,TVS,S1 Pro,1676,54,84,116468
2020,Jul,Bangalore,TVS,Photon HX,2784,84,126,137328
2020,Jul,Bangalore,TVS,Chetak,4366,100,65,121828
2020,Jul,Bangalore,TVS,iQube,852,86,65,98775
2020,Jul,Chennai,Ather,450X,1296,67,61,116463
2020,Jul,Chennai,Ather,S1 Pro,1044,55,87,100430
2020,Jul,Chennai,Ather,Photon HX,4606,44,64,91146
2020,Jul,Chennai,Ather,Chetak,309,69,62,109280
2020,Jul,Chennai,Ather,iQube,914,76,77,57156
2020,Jul,Chennai,Ola Electric,450X,2033,94,87,121378
2020,Jul,Chennai,Ola Electric,S1 Pro,4517,47,65,60593
2020,Jul,Chennai,Ola Electric,Photon HX,3665,58,83,122604
2020,Jul,Chennai,Ola Electric,Chetak,3540,54,70,135349
2020,Jul,Chennai,Ola Electric,iQube,4475,67,76,102237
2020,Jul,Chennai,Hero Electric,450X,3978,66,112,114263
2020,Jul,Chennai,Hero Electric,S1 Pro,1694,42,63,126801
2020,Jul,Chennai,Hero Electric,Photon HX,4031,73,117,55741
2020,Jul,Chennai,Hero Electric,Chetak,2595,92,86,50599
2020,Jul,Chennai,Hero Electric,iQube,2419,59,71,144458
2020,Jul,Chennai,Bajaj,450X,853,80,116,144439
2020,Jul,Chennai,Bajaj,S1 Pro,1938,49,118,46366
2020,Jul,Chennai,Bajaj,Photon HX,1486,60,81,125856
2020,Jul,Chennai,Bajaj,Chetak,3181,72,109,66428
2020,Jul,Chennai,Bajaj,iQube,2284,64,89,70555
2020,Jul,Chennai,TVS,450X,2132,50,56,133441
2020,Jul,Chennai,TVS,S1 Pro,4836,90,60,53727
2020,Jul,Chennai,TVS,Photon HX,984,75,99,54401
2020,Jul,Chennai,TVS,Chetak,1925,88,94,129099
2020,Jul,Chennai,TVS,iQube,1138,57,85,135681
2020,Jul,Kolkata,Ather,450X,437,88,68,133466
2020,Jul,Kolkata,Ather,S1 Pro,3463,65,107,126410
2020,Jul,Kolkata,Ather,Photon HX,817,72,117,99900
2020,Jul,Kolkata,Ather,Chetak,4518,72,119,78178
2020,Jul,Kolkata,Ather,iQube,3264,46,64,80657
2020,Jul,Kolkata,Ola Electric,450X,1837,56,116,106163
2020,Jul,Kolkata,Ola Electric,S1 Pro,4674,84,60,89265
2020,Jul,Kolkata,Ola Electric,Photon HX,4453,87,72,141668
2020,Jul,Kolkata,Ola Electric,Chetak,2798,86,105,59529
2020,Jul,Kolkata,Ola Electric,iQube,3925,99,106,124198
2020,Jul,Kolkata,Hero Electric,450X,3950,50,95,143578
2020,Jul,Kolkata,Hero Electric,S1 Pro,2218,50,82,52547
2020,Jul,Kolkata,Hero Electric,Photon HX,2012,52,56,70596
2020,Jul,Kolkata,Hero Electric,Chetak,3843,73,87,97120
2020,Jul,Kolkata,Hero Electric,iQube,101,80,101,148771
2020,Jul,Kolkata,Bajaj,450X,2844,47,81,91046
2020,Jul,Kolkata,Bajaj,S1 Pro,2557,63,122,57679
2020,Jul,Kolkata,Bajaj,Photon HX,704,67,63,146079
2020,Jul,Kolkata,Bajaj,Chetak,575,43,97,134516
2020,Jul,Kolkata,Bajaj,iQube,3933,66,125,79975
2020,Jul,Kolkata,TVS,450X,2230,100,122,121551
2020,Jul,Kolkata,TVS,S1 Pro,2315,51,121,132885
2020,Jul,Kolkata,TVS,Photon HX,2476,95,103,83526
2020,Jul,Kolkata,TVS,Chetak,4559,89,69,136527
2020,Jul,Kolkata,TVS,iQube,2267,47,77,126882
2020,Aug,Mumbai,Ather,450X,4394,71,79,67867
2020,Aug,Mumbai,Ather,S1 Pro,1563,47,85,74511
2020,Aug,Mumbai,Ather,Photon HX,1395,67,63,84905
2020,Aug,Mumbai,Ather,Chetak,3037,66,66,55652
2020,Aug,Mumbai,Ather,iQube,1979,50,122,102583
2020,Aug,Mumbai,Ola Electric,450X,428,71,109,83420
2020,Aug,Mumbai,Ola Electric,S1 Pro,1649,79,70,102165
2020,Aug,Mumbai,Ola Electric,Photon HX,2965,94,71,95222
2020,Aug,Mumbai,Ola Electric,Chetak,143,69,101,50321
2020,Aug,Mumbai,Ola Electric,iQube,2912,67,123,130272
2020,Aug,Mumbai,Hero Electric,450X,4795,59,82,140784
2020,Aug,Mumbai,Hero Electric,S1 Pro,2542,92,61,138215
2020,Aug,Mumbai,Hero Electric,Photon HX,2346,57,81,53255
2020,Aug,Mumbai,Hero Electric,Chetak,1195,81,108,144351
2020,Aug,Mumbai,Hero Electric,iQube,2265,56,117,138168
2020,Aug,Mumbai,Bajaj,450X,817,46,87,119057
2020,Aug,Mumbai,Bajaj,S1 Pro,4549,50,121,91680
2020,Aug,Mumbai,Bajaj,Photon HX,2967,75,97,145905
2020,Aug,Mumbai,Bajaj,Chetak,120,96,109,70900
2020,Aug,Mumbai,Bajaj,iQube,2600,61,121,105831
2020,Aug,Mumbai,TVS,450X,1441,53,116,48659
2020,Aug,Mumbai,TVS,S1 Pro,1373,59,93,133752
2020,Aug,Mumbai,TVS,Photon HX,327,68,84,81689
2020,Aug,Mumbai,TVS,Chetak,643,48,83,93227
2020,Aug,Mumbai,TVS,iQube,2767,87,60,143881
2020,Aug,Delhi,Ather,450X,1168,45,110,104737
2020,Aug,Delhi,Ather,S1 Pro,846,52,124,50166
2020,Aug,Delhi,Ather,Photon HX,1003,61,109,55356
2020,Aug,Delhi,Ather,Chetak,4292,75,109,55344
2020,Aug,Delhi,Ather,iQube,539,92,115,70522
2020,Aug,Delhi,Ola Electric,450X,879,45,107,130549
2020,Aug,Delhi,Ola Electric,S1 Pro,4781,52,59,105342
2020,Aug,Delhi,Ola Electric,Photon HX,1145,47,113,83239
2020,Aug,Delhi,Ola Electric,Chetak,1464,62,97,55377
2020,Aug,Delhi,Ola Electric,iQube,1015,88,91,117750
2020,Aug,Delhi,Hero Electric,450X,1035,88,66,149360
2020,Aug,Delhi,Hero Electric,S1 Pro,3468,68,63,80634
2020,Aug,Delhi,Hero Electric,Photon HX,1777,42,70,95246
2020,Aug,Delhi,Hero Electric,Chetak,3282,69,87,139954
2020,Aug,Delhi,Hero Electric,iQube,1097,87,80,142771
2020,Aug,Delhi,Bajaj,450X,4525,75,71,100059
2020,Aug,Delhi,Bajaj,S1 Pro,3840,85,61,46685
2020,Aug,Delhi,Bajaj,Photon HX,3516,92,74,49767
2020,Aug,Delhi,Bajaj,Chetak,1661,43,115,74455
2020,Aug,Delhi,Bajaj,iQube,1059,79,109,85067
2020,Aug,Delhi,TVS,450X,3527,73,97,114035
2020,Aug,Delhi,TVS,S1 Pro,2002,94,72,49441
2020,Aug,Delhi,TVS,Photon HX,2626,96,121,116458
2020,Aug,Delhi,TVS,Chetak,995,63,84,83541
2020,Aug,Delhi,TVS,iQube,2053,81,92,106972
2020,Aug,Bangalore,Ather,450X,1630,79,123,69443
2020,Aug,Bangalore,Ather,S1 Pro,1324,74,102,113886
2020,Aug,Bangalore,Ather,Photon HX,3753,62,126,56733
2020,Aug,Bangalore,Ather,Chetak,3893,83,103,93196
2020,Aug,Bangalore,Ather,iQube,4084,76,71,104854
2020,Aug,Bangalore,Ola Electric,450X,3672,53,127,91815
2020,Aug,Bangalore,Ola Electric,S1 Pro,135,43,118,75640
2020,Aug,Bangalore,Ola Electric,Photon HX,2215,96,61,112617
2020,Aug,Bangalore,Ola Electric,Chetak,1952,42,55,138690
2020,Aug,Bangalore,Ola Electric,iQube,2229,95,112,53068
2020,Aug,Bangalore,Hero Electric,450X,4239,53,66,92255
2020,Aug,Bangalore,Hero Electric,S1 Pro,236,48,67,63600
2020,Aug,Bangalore,Hero Electric,Photon HX,1960,62,57,99510
2020,Aug,Bangalore,Hero Electric,Chetak,934,85,84,45912
2020,Aug,Bangalore,Hero Electric,iQube,2745,82,94,146832
2020,Aug,Bangalore,Bajaj,450X,3385,69,59,50087
2020,Aug,Bangalore,Bajaj,S1 Pro,4065,93,85,91745
2020,Aug,Bangalore,Bajaj,Photon HX,3178,60,63,107297
2020,Aug,Bangalore,Bajaj,Chetak,4143,73,84,146039
2020,Aug,Bangalore,Bajaj,iQube,4052,98,112,115342
2020,Aug,Bangalore,TVS,450X,4758,89,57,112692
2020,Aug,Bangalore,TVS,S1 Pro,1338,40,97,64768
2020,Aug,Bangalore,TVS,Photon HX,1753,91,121,137091
2020,Aug,Bangalore,TVS,Chetak,1922,91,112,58705
2020,Aug,Bangalore,TVS,iQube,2781,61,122,66936
2020,Aug,Chennai,Ather,450X,2334,51,112,109611
2020,Aug,Chennai,Ather,S1 Pro,1682,97,83,69205
2020,Aug,Chennai,Ather,Photon HX,3239,44,78,79928
2020,Aug,Chennai,Ather,Chetak,4055,59,61,148238
2020,Aug,Chennai,Ather,iQube,4660,78,79,68758
2020,Aug,Chennai,Ola Electric,450X,4086,86,123,124008
2020,Aug,Chennai,Ola Electric,S1 Pro,3126,91,126,121221
2020,Aug,Chennai,Ola Electric,Photon HX,1829,72,101,123594
2020,Aug,Chennai,Ola Electric,Chetak,4810,97,115,121801
2020,Aug,Chennai,Ola Electric,iQube,2861,95,89,104511
2020,Aug,Chennai,Hero Electric,450X,4729,66,107,69407
2020,Aug,Chennai,Hero Electric,S1 Pro,1064,81,97,59649
2020,Aug,Chennai,Hero Electric,Photon HX,4042,47,101,132683
2020,Aug,Chennai,Hero Electric,Chetak,4112,67,77,147802
2020,Aug,Chennai,Hero Electric,iQube,1935,70,98,127614
2020,Aug,Chennai,Bajaj,450X,1221,98,105,115426
2020,Aug,Chennai,Bajaj,S1 Pro,4077,69,101,122858
2020,Aug,Chennai,Bajaj,Photon HX,2367,50,104,46871
2020,Aug,Chennai,Bajaj,Chetak,1026,63,68,63203
2020,Aug,Chennai,Bajaj,iQube,1124,93,59,75853
2020,Aug,Chennai,TVS,450X,3342,59,106,95782
2020,Aug,Chennai,TVS,S1 Pro,823,96,69,133508
2020,Aug,Chennai,TVS,Photon HX,2625,90,88,131069
2020,Aug,Chennai,TVS,Chetak,700,77,84,114838
2020,Aug,Chennai,TVS,iQube,1424,43,115,115699
2020,Aug,Kolkata,Ather,450X,4708,63,57,104066
2020,Aug,Kolkata,Ather,S1 Pro,2171,48,111,53333
2020,Aug,Kolkata,Ather,Photon HX,4809,99,85,57245
2020,Aug,Kolkata,Ather,Chetak,3247,97,87,88045
2020,Aug,Kolkata,Ather,iQube,4387,87,70,122164
2020,Aug,Kolkata,Ola Electric,450X,2997,66,109,67025
2020,Aug,Kolkata,Ola Electric,S1 Pro,4987,84,127,73969
2020,Aug,Kolkata,Ola Electric,Photon HX,3614,80,103,68426
2020,Aug,Kolkata,Ola Electric,Chetak,4980,75,113,87444
2020,Aug,Kolkata,Ola Electric,iQube,2711,58,63,140196
2020,Aug,Kolkata,Hero Electric,450X,1484,42,59,122922
2020,Aug,Kolkata,Hero Electric,S1 Pro,3613,92,92,69348
2020,Aug,Kolkata,Hero Electric,Photon HX,3458,51,97,140552
2020,Aug,Kolkata,Hero Electric,Chetak,2043,43,66,92411
2020,Aug,Kolkata,Hero Electric,iQube,2530,41,124,104319
2020,Aug,Kolkata,Bajaj,450X,1372,84,80,89274
2020,Aug,Kolkata,Bajaj,S1 Pro,1452,79,61,79228
2020,Aug,Kolkata,Bajaj,Photon HX,734,65,118,68838
2020,Aug,Kolkata,Bajaj,Chetak,791,46,72,88376
2020,Aug,Kolkata,Bajaj,iQube,244,43,93,136803
2020,Aug,Kolkata,TVS,450X,2952,76,77,65327
2020,Aug,Kolkata,TVS,S1 Pro,2546,63,97,69741
2020,Aug,Kolkata,TVS,Photon HX,4109,98,110,69155
2020,Aug,Kolkata,TVS,Chetak,1007,82,71,147655
2020,Aug,Kolkata,TVS,iQube,4942,48,85,54430
2020,Sep,Mumbai,Ather,450X,593,63,117,96819
2020,Sep,Mumbai,Ather,S1 Pro,4342,54,111,148483
2020,Sep,Mumbai,Ather,Photon HX,934,59,99,136466
2020,Sep,Mumbai,Ather,Chetak,4896,86,60,136501
2020,Sep,Mumbai,Ather,iQube,2872,85,58,109513
2020,Sep,Mumbai,Ola Electric,450X,4449,95,58,139511
2020,Sep,Mumbai,Ola Electric,S1 Pro,2536,84,82,126832
2020,Sep,Mumbai,Ola Electric,Photon HX,2874,53,55,95954
2020,Sep,Mumbai,Ola Electric,Chetak,820,54,115,86479
2020,Sep,Mumbai,Ola Electric,iQube,3817,42,107,120765
2020,Sep,Mumbai,Hero Electric,450X,1779,72,80,50545
2020,Sep,Mumbai,Hero Electric,S1 Pro,3861,55,99,125972
2020,Sep,Mumbai,Hero Electric,Photon HX,4845,46,73,79349
2020,Sep,Mumbai,Hero Electric,Chetak,2282,79,118,101873
2020,Sep,Mumbai,Hero Electric,iQube,4834,97,109,142360
2020,Sep,Mumbai,Bajaj,450X,3099,62,90,109531
2020,Sep,Mumbai,Bajaj,S1 Pro,2593,69,74,74139
2020,Sep,Mumbai,Bajaj,Photon HX,248,88,119,75179
2020,Sep,Mumbai,Bajaj,Chetak,3101,43,94,142529
2020,Sep,Mumbai,Bajaj,iQube,3727,44,111,99694
2020,Sep,Mumbai,TVS,450X,3206,64,103,111092
2020,Sep,Mumbai,TVS,S1 Pro,2979,45,103,148696
2020,Sep,Mumbai,TVS,Photon HX,1750,81,95,95290
2020,Sep,Mumbai,TVS,Chetak,388,61,60,78730
2020,Sep,Mumbai,TVS,iQube,2341,48,95,128267
2020,Sep,Delhi,Ather,450X,2831,66,61,88821
2020,Sep,Delhi,Ather,S1 Pro,1401,81,89,121572
2020,Sep,Delhi,Ather,Photon HX,4416,89,70,65843
2020,Sep,Delhi,Ather,Chetak,1448,96,111,103966
2020,Sep,Delhi,Ather,iQube,3863,70,73,85301
2020,Sep,Delhi,Ola Electric,450X,2568,100,87,79346
2020,Sep,Delhi,Ola Electric,S1 Pro,4385,89,118,101507
2020,Sep,Delhi,Ola Electric,Photon HX,4923,41,123,101740
2020,Sep,Delhi,Ola Electric,Chetak,4305,61,70,141528
2020,Sep,Delhi,Ola Electric,iQube,4969,49,65,73334
2020,Sep,Delhi,Hero Electric,450X,1513,51,75,118176
2020,Sep,Delhi,Hero Electric,S1 Pro,1174,90,70,75315
2020,Sep,Delhi,Hero Electric,Photon HX,2990,71,109,132302
2020,Sep,Delhi,Hero Electric,Chetak,2837,68,115,131105
2020,Sep,Delhi,Hero Electric,iQube,3237,58,81,90543
2020,Sep,Delhi,Bajaj,450X,4418,65,117,104742
2020,Sep,Delhi,Bajaj,S1 Pro,4535,79,56,142776
2020,Sep,Delhi,Bajaj,Photon HX,2001,45,101,148473
2020,Sep,Delhi,Bajaj,Chetak,1698,72,57,136639
2020,Sep,Delhi,Bajaj,iQube,1998,80,72,112699
2020,Sep,Delhi,TVS,450X,3167,46,110,96738
2020,Sep,Delhi,TVS,S1 Pro,2046,41,103,126454
2020,Sep,Delhi,TVS,Photon HX,1776,70,58,114850
2020,Sep,Delhi,TVS,Chetak,4463,40,117,134122
2020,Sep,Delhi,TVS,iQube,4680,84,78,143299
2020,Sep,Bangalore,Ather,450X,1852,73,56,87648
2020,Sep,Bangalore,Ather,S1 Pro,2718,90,86,97475
2020,Sep,Bangalore,Ather,Photon HX,3436,85,84,129667
2020,Sep,Bangalore,Ather,Chetak,2022,49,97,67176
2020,Sep,Bangalore,Ather,iQube,2822,89,111,52103
2020,Sep,Bangalore,Ola Electric,450X,1665,81,95,47008
2020,Sep,Bangalore,Ola Electric,S1 Pro,2828,43,88,110853
2020,Sep,Bangalore,Ola Electric,Photon HX,3857,57,120,118186
2020,Sep,Bangalore,Ola Electric,Chetak,2300,74,117,110915
2020,Sep,Bangalore,Ola Electric,iQube,2433,48,91,116994
2020,Sep,Bangalore,Hero Electric,450X,4715,97,79,95501
2020,Sep,Bangalore,Hero Electric,S1 Pro,4374,59,55,80594
2020,Sep,Bangalore,Hero Electric,Photon HX,1896,98,62,114730
